Plant;
SN of Inverter;
Time;Power(W)
29/03/2025 9.18;3106
29/03/2025 9.19;3124
29/03/2025 9.20;3126
29/03/2025 9.21;3140
29/03/2025 9.22;3129
29/03/2025 9.23;3131
29/03/2025 9.24;3234
29/03/2025 9.25;3427
29/03/2025 9.26;3364
29/03/2025 9.27;3317
29/03/2025 9.28;3334
29/03/2025 9.29;3454
29/03/2025 9.30;3636
29/03/2025 9.31;3595
29/03/2025 9.32;3493
29/03/2025 9.33;3642
29/03/2025 9.34;3667
29/03/2025 9.35;3569
29/03/2025 9.36;3746
29/03/2025 9.37;3755
29/03/2025 9.38;3857
29/03/2025 9.39;3874
29/03/2025 9.40;3984
29/03/2025 9.41;3834
29/03/2025 9.42;4043
29/03/2025 9.43;4077
29/03/2025 9.44;4855
29/03/2025 9.45;4430
29/03/2025 9.46;4303
29/03/2025 9.47;4790
29/03/2025 9.48;4742
29/03/2025 9.49;4442
29/03/2025 9.50;4384
29/03/2025 9.51;4751
29/03/2025 9.52;5038
29/03/2025 9.53;4851
29/03/2025 9.54;4836
29/03/2025 9.55;4796
29/03/2025 9.56;4621
29/03/2025 9.57;4823
29/03/2025 9.58;5233
29/03/2025 9.59;4990
29/03/2025 10.00;5190
29/03/2025 10.01;5367
29/03/2025 10.02;5313
29/03/2025 10.03;2118
29/03/2025 10.04;5378
29/03/2025 10.05;5342
29/03/2025 10.06;5833
29/03/2025 10.07;5153
29/03/2025 10.08;5310
29/03/2025 10.09;5495
29/03/2025 10.10;5707
29/03/2025 10.11;3735
29/03/2025 10.12;4450
29/03/2025 10.13;5539
29/03/2025 10.14;4891
29/03/2025 10.15;5918
29/03/2025 10.16;5876
29/03/2025 10.17;6003
29/03/2025 10.18;5875
29/03/2025 10.19;5972
